product_id,name,category,brand,price,description,specifications,features,rating,stock_count
841,Samsung Galaxy Z Fold 5,Smartphone,Samsung,269377,Versatile smartphone designed for business with exceptional performance and modern features.,"Display: 11.0-inch LCD, Storage: 1TB, RAM: 6GB, Battery: 4154mAh","AMOLED display, 5G, AI photography, High refresh rate",3.9,69
842,Apple iPhone SE (2022),Smartphone,Apple,259548,High-performance smartphone designed for creativity with exceptional performance and modern features.,"Display: 12.4-inch AMOLED, Storage: 1TB, RAM: 8GB, Battery: 3939mAh","Fast charging, Multiple cameras, Water resistant, Wireless charging, Fingerprint, AMOLED display",4.3,33
843,System76 Oryx Pro,Laptop,System76,286843,High-performance laptop designed for professional work with exceptional performance and modern features.,"Display: 16.5-inch 4K, Storage: 2TB SSD, RAM: 64GB, Processor: M1","Thunderbolt, Fingerprint reader, Touch screen, Wi-Fi 6, Backlit keyboard",4.8,77
844,Google Pixel 7a,Smartphone,Google,128428,Premium smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.0-inch Retina, Storage: 128GB, RAM: 6GB, Battery: 5520mAh","AMOLED display, Face unlock, Multiple cameras, 5G, Water resistant",4.6,63
845,System76 Oryx Pro,Laptop,System76,275471,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 13.3-inch FHD, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","SSD storage, Lightweight, Wi-Fi 6",4.6,20
846,Acer Aspire 5,Laptop,Acer,162742,Powerful laptop designed for productivity with exceptional performance and modern features.,"Display: 16.0-inch 4K, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i5","USB-C, Fingerprint reader, Thunderbolt",5.0,78
847,Google Pixel 6a,Smartphone,Google,212165,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 4704mAh","AI photography, Water resistant, Fast charging, 5G, High refresh rate, Wireless charging",3.6,11
848,Razer Blade 14,Laptop,Razer,187515,Cutting-edge laptop designed for content creation with exceptional performance and modern features.,"Display: 15.0-inch QHD, Storage: 1TB SSD, RAM: 8GB, Processor: Intel i5","Touch screen, Long battery life, SSD storage",4.4,25
849,Microsoft Surface Pro 9,Laptop,Microsoft,107904,Innovative laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.5-inch QHD, Storage: 512GB SSD, RAM: 64GB, Processor: AMD Ryzen 9","Backlit keyboard, Touch screen, Lightweight, Thunderbolt, SSD storage, Wi-Fi 6",4.7,20
850,HP Omen 16,Laptop,HP,200880,Versatile laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.0-inch FHD, Storage: 2TB SSD, RAM: 32GB, Processor: AMD Ryzen 7","Lightweight, Long battery life, Thunderbolt, Dedicated graphics",5.0,92
851,Google Pixel 8 Pro,Smartphone,Google,213919,Powerful smartphone designed for gaming with exceptional performance and modern features.,"Display: 9.1-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 5059mAh","5G, Water resistant, Wireless charging, Fast charging, AI photography",4.2,87
852,Acer Predator Helios 16,Laptop,Acer,110032,Powerful laptop designed for gaming with exceptional performance and modern features.,"Display: 16.8-inch 4K, Storage: 2TB SSD, RAM: 16GB, Processor: M1","Fingerprint reader, Dedicated graphics, Lightweight, Backlit keyboard, Thunderbolt",4.4,100
853,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,135411,Innovative laptop designed for business with exceptional performance and modern features.,"Display: 17.1-inch 2K, Storage: 1TB SSD, RAM: 16GB, Processor: AMD Ryzen 7","Backlit keyboard, USB-C, Touch screen",3.8,44
854,Lenovo Legion Pro 7i Gen 8,Laptop,Lenovo,23561,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 16.2-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i7","SSD storage, Backlit keyboard, Touch screen, Fingerprint reader, Wi-Fi 6, Thunderbolt",3.8,77
855,Acer Swift Go 14,Laptop,Acer,114448,Reliable laptop designed for gaming with exceptional performance and modern features.,"Display: 13.3-inch FHD, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","SSD storage, Lightweight, Wi-Fi 6",3.6,28
856,Asus ProArt Studiobook 16 OLED,Laptop,Asus,186102,Innovative laptop designed for creativity with exceptional performance and modern features.,"Display: 14.5-inch 2K, Storage: 512GB SSD, RAM: 8GB, Processor: Intel i7","Lightweight, Long battery life, Backlit keyboard, Fingerprint reader",3.8,94
857,Lenovo ThinkPad X1 Carbon Gen 11,Laptop,Lenovo,57975,High-performance laptop designed for content creation with exceptional performance and modern features.,"Display: 15.6-inch QHD, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i5","Long battery life, Fingerprint reader, Touch screen, Wi-Fi 6, Dedicated graphics, USB-C",4.6,28
858,Apple iPhone 15 Pro Max,Smartphone,Apple,233801,Cutting-edge smartphone designed for content creation with exceptional performance and modern features.,"Display: 12.4-inch LCD, Storage: 512GB, RAM: 12GB, Battery: 5647mAh","AI photography, AMOLED display, Wireless charging",4.5,7
859,Razer Blade 15,Laptop,Razer,192119,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 16.1-inch 4K, Storage: 1TB SSD, RAM: 64GB, Processor: AMD Ryzen 7","Long battery life, Lightweight, Touch screen, USB-C, Backlit keyboard",3.9,68
860,Vivo T2 Pro,Smartphone,Vivo,227043,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.6-inch OLED, Storage: 512GB, RAM: 12GB, Battery: 3480mAh","Fast charging, Water resistant, High refresh rate, 5G",4.8,92
861,Nothing Phone (1),Smartphone,Nothing,277714,Reliable smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.2-inch AMOLED, Storage: 1TB, RAM: 6GB, Battery: 3212mAh","AMOLED display, 5G, Face unlock, AI photography, Multiple cameras",3.7,38
862,HP Pavilion Aero 13,Laptop,HP,25288,Versatile laptop designed for content creation with exceptional performance and modern features.,"Display: 15.2-inch 2K, Storage: 1TB SSD, RAM: 16GB, Processor: M3","Long battery life, Touch screen, Thunderbolt",4.6,85
863,Realme Narzo 60 Pro,Smartphone,Realme,29290,High-performance smartphone designed for productivity with exceptional performance and modern features.,"Display: 8.5-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4441mAh","Fingerprint, Multiple cameras, AMOLED display, Face unlock, Fast charging",4.0,75
864,Lenovo ThinkBook 16p Gen 4,Laptop,Lenovo,31906,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 13.3-inch FHD, Storage: 512GB SSD, RAM: 16GB, Processor: Intel i5","Dedicated graphics, SSD storage, Wi-Fi 6, Long battery life, Backlit keyboard, Lightweight",4.9,90
865,Xiaomi 14 Ultra,Smartphone,Xiaomi,231854,Versatile smartphone designed for entertainment with exceptional performance and modern features.,"Display: 8.4-inch OLED, Storage: 256GB, RAM: 16GB, Battery: 5197mAh","Face unlock, AMOLED display, Wireless charging, Fast charging, Fingerprint, AI photography",4.4,23
866,Google Pixel 6a,Smartphone,Google,189212,Cutting-edge smartphone designed for daily use with exceptional performance and modern features.,"Display: 10.0-inch LCD, Storage: 64GB, RAM: 12GB, Battery: 5738mAh","High refresh rate, AI photography, Fingerprint, AMOLED display",4.5,97
867,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,21656,Advanced laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.9-inch 4K, Storage: 256GB SSD, RAM: 16GB, Processor: AMD Ryzen 9","Dedicated graphics, Long battery life, SSD storage",3.6,78
868,Huawei P60 Pro,Smartphone,Huawei,179767,Powerful smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.8-inch LCD, Storage: 256GB, RAM: 4GB, Battery: 3275mAh","Fast charging, Water resistant, Fingerprint, AMOLED display, Multiple cameras, 5G",5.0,27
869,Huawei Mate 50 Pro,Smartphone,Huawei,72143,Advanced smartphone designed for business with exceptional performance and modern features.,"Display: 7.6-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 3618mAh","Face unlock, Multiple cameras, Fast charging, AMOLED display, High refresh rate, 5G",4.4,51
870,Apple MacBook Air (M2),Laptop,Apple,48949,High-performance laptop designed for entertainment with exceptional performance and modern features.,"Display: 13.2-inch 4K, Storage: 2TB SSD, RAM: 8GB, Processor: Intel i7","Wi-Fi 6, Touch screen, SSD storage, USB-C, Dedicated graphics",4.2,84
871,Sony Xperia 5 V,Smartphone,Sony,19828,Premium smartphone designed for content creation with exceptional performance and modern features.,"Display: 9.3-inch OLED, Storage: 512GB, RAM: 4GB, Battery: 4623mAh","AI photography, Face unlock, Fast charging, Wireless charging",4.4,81
872,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,65961,Advanced laptop designed for content creation with exceptional performance and modern features.,"Display: 15.1-inch FHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i7","Backlit keyboard, Fingerprint reader, USB-C, SSD storage, Lightweight, Wi-Fi 6",3.5,95
873,Lenovo IdeaPad Slim 5,Laptop,Lenovo,118774,Cutting-edge laptop designed for professional work with exceptional performance and modern features.,"Display: 16.2-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: Intel i7","SSD storage, Backlit keyboard, Touch screen, Fingerprint reader, Wi-Fi 6, Thunderbolt",4.3,57
874,Oppo Find X7 Ultra,Smartphone,Oppo,291024,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 5348mAh","Water resistant, 5G, Wireless charging, High refresh rate",4.9,42
875,Asus ROG Zephyrus G14,Laptop,Asus,173323,Powerful laptop designed for daily use with exceptional performance and modern features.,"Display: 15.0-inch 4K, Storage: 1TB SSD, RAM: 16GB, Processor: M3","Touch screen, Lightweight, Wi-Fi 6, Backlit keyboard, Fingerprint reader, Thunderbolt",3.7,75
876,Google Pixel 8 Pro,Smartphone,Google,189911,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 7.4-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4548mAh","AMOLED display, 5G, Fingerprint, Fast charging, AI photography",3.5,10
877,Samsung Galaxy S23 FE,Smartphone,Samsung,154092,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 12.9-inch OLED, Storage: 512GB, RAM: 16GB, Battery: 4687mAh","Face unlock, AMOLED display, Multiple cameras",3.6,98
878,Asus Vivobook S 15 OLED,Laptop,Asus,15197,Versatile laptop designed for daily use with exceptional performance and modern features.,"Display: 15.5-inch QHD, Storage: 512GB SSD, RAM: 64GB, Processor: Intel i7","Thunderbolt, Dedicated graphics, Long battery life, Backlit keyboard",4.1,24
879,Lenovo IdeaPad Slim 5,Laptop,Lenovo,129651,High-performance laptop designed for gaming with exceptional performance and modern features.,"Display: 14.1-inch FHD, Storage: 2TB SSD, RAM: 16GB, Processor: M1","Touch screen, SSD storage, Dedicated graphics, USB-C",4.1,61
880,Sony Xperia 1 V,Smartphone,Sony,291425,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 5.2-inch OLED, Storage: 64GB, RAM: 16GB, Battery: 4704mAh","AI photography, Water resistant, Fast charging, 5G, High refresh rate, Wireless charging",4.8,18
881,Infinix GT 10 Pro,Smartphone,Infinix,181117,Sleek smartphone designed for creativity with exceptional performance and modern features.,"Display: 10.9-inch LCD, Storage: 512GB, RAM: 4GB, Battery: 4032mAh","Wireless charging, Fast charging, Multiple cameras",5.0,53
882,OnePlus 11R,Smartphone,OnePlus,205689,Sleek smartphone designed for professional work with exceptional performance and modern features.,"Display: 6.8-inch OLED, Storage: 1TB, RAM: 12GB, Battery: 4877mAh","High refresh rate, 5G, AI photography, Fast charging",5.0,40
883,Apple MacBook Air 15-inch (M2),Laptop,Apple,176633,Professional laptop designed for entertainment with exceptional performance and modern features.,"Display: 15.6-inch FHD, Storage: 2TB SSD, RAM: 8GB, Processor: AMD Ryzen 7","USB-C, SSD storage, Lightweight, Touch screen, Long battery life, Wi-Fi 6",4.4,11
884,Acer Predator Helios 16,Laptop,Acer,285966,Sleek laptop designed for entertainment with exceptional performance and modern features.,"Display: 14.1-inch FHD, Storage: 2TB SSD, RAM: 16GB, Processor: M2","Long battery life, Dedicated graphics, Thunderbolt",4.6,96
885,Microsoft Surface Laptop Studio 2,Laptop,Microsoft,55109,Sleek laptop designed for creativity with exceptional performance and modern features.,"Display: 13.9-inch QHD, Storage: 256GB SSD, RAM: 64GB, Processor: M2","Wi-Fi 6, Long battery life, USB-C",4.3,12
886,Vivo X100 Pro,Smartphone,Vivo,217168,Sleek smartphone designed for daily use with exceptional performance and modern features.,"Display: 10.1-inch OLED, Storage: 256GB, RAM: 6GB, Battery: 4149mAh","Water resistant, Fingerprint, Fast charging, High refresh rate, Wireless charging",4.9,59
887,Vivo V29 Pro,Smartphone,Vivo,185300,Powerful smartphone designed for productivity with exceptional performance and modern features.,"Display: 6.6-inch OLED, Storage: 512GB, RAM: 12GB, Battery: 3480mAh","Fast charging, Water resistant, High refresh rate, 5G",3.6,60
888,Google Pixel 6a,Smartphone,Google,163828,Innovative smartphone designed for entertainment with exceptional performance and modern features.,"Display: 7.4-inch Retina, Storage: 64GB, RAM: 6GB, Battery: 4548mAh","AMOLED display, 5G, Fingerprint, Fast charging, AI photography",4.9,49
889,Asus ROG Zephyrus G14,Laptop,Asus,166090,Professional laptop designed for professional work with exceptional performance and modern features.,"Display: 14.9-inch QHD, Storage: 2TB SSD, RAM: 16GB, Processor: Intel i5","Touch screen, USB-C, Lightweight, Dedicated graphics, SSD storage",4.3,26
890,Motorola Edge+ (2023),Smartphone,Motorola,104250,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 11.8-inch AMOLED, Storage: 256GB, RAM: 6GB, Battery: 3445mAh","Wireless charging, Fingerprint, AMOLED display, Multiple cameras",5.0,38
891,Dell XPS 13 Plus,Laptop,Dell,266317,Professional laptop designed for creativity with exceptional performance and modern features.,"Display: 15.8-inch 4K, Storage: 256GB SSD, RAM: 32GB, Processor: M3","SSD storage, Fingerprint reader, Backlit keyboard, Dedicated graphics, USB-C",3.7,34
892,Honor Magic5 Pro,Smartphone,Honor,130459,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 11.0-inch AMOLED, Storage: 512GB, RAM: 8GB, Battery: 4462mAh","High refresh rate, Wireless charging, Fingerprint, Water resistant",4.2,72
893,Google Pixel 8 Pro,Smartphone,Google,225688,Versatile smartphone designed for gaming with exceptional performance and modern features.,"Display: 7.6-inch OLED, Storage: 128GB, RAM: 16GB, Battery: 3542mAh","Multiple cameras, High refresh rate, Fingerprint, Face unlock, Fast charging",4.7,18
894,Infinix GT 10 Pro,Smartphone,Infinix,150622,High-performance smartphone designed for business with exceptional performance and modern features.,"Display: 10.7-inch AMOLED, Storage: 64GB, RAM: 12GB, Battery: 5348mAh","Water resistant, 5G, Wireless charging, High refresh rate",4.0,88
895,Lenovo IdeaPad Slim 5,Laptop,Lenovo,194774,Professional laptop designed for creativity with exceptional performance and modern features.,"Display: 15.8-inch 4K, Storage: 256GB SSD, RAM: 32GB, Processor: M3","SSD storage, Fingerprint reader, Backlit keyboard, Dedicated graphics, USB-C",4.2,15
